BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
c00074_SGB_820...region001	c00074_SGB_820..	SGB_8208_k141_1203562	ranthipeptide	RiPPs		
c00074_SGB_863...region001	c00074_SGB_863..	SGB_8637_k141_2871437	RRE-containing	RiPPs		
c00074_SGB_907...region001	c00074_SGB_907..	SGB_907_k141_2484614	RRE-containing	RiPPs		
c00074_SGB_924...region001	c00074_SGB_924..	SGB_9245_k141_3912496	RRE-containing	RiPPs		
c00074_SGB_937...region001	c00074_SGB_937..	SGB_9370_k141_2137774	NRPS	NRPS		
c00074_SGB_951...region001	c00074_SGB_951..	SGB_9511_k141_1164221	ranthipeptide	RiPPs		
c00075_SGB_100...region001	c00075_SGB_100..	SGB_1009_k141_1224732	ranthipeptide	RiPPs		
c00075_SGB_103...region001	c00075_SGB_103..	SGB_10393_k141_2374929	ranthipeptide	RiPPs		
c00075_SGB_108...region001	c00075_SGB_108..	SGB_10805_k141_1149351	ranthipeptide	RiPPs		
c00075_SGB_109...region001	c00075_SGB_109..	SGB_10942_k141_290858	betalactone	Others		
c00075_SGB_112...region001	c00075_SGB_112..	SGB_11260_k141_2710863	RRE-containing	RiPPs		
c00075_SGB_113...region001	c00075_SGB_113..	SGB_11329_k141_1148925	other	Others		
c00075_SGB_117...region001	c00075_SGB_117..	SGB_11788_k141_568079	RRE-containing	RiPPs		
c00075_SGB_118...region001	c00075_SGB_118..	SGB_11874_k141_843548	cyclic-lactone-autoinducer	RiPPs		
c00075_SGB_122...region001	c00075_SGB_122..	SGB_12288_k141_983003	lassopeptide	RiPPs		
c00075_SGB_123...region001	c00075_SGB_123..	SGB_12379_k141_19713	RRE-containing	RiPPs		
c00075_SGB_126...region001	c00075_SGB_126..	SGB_12676_k141_349101	RRE-containing	RiPPs		
c00075_SGB_130...region001	c00075_SGB_130..	SGB_13015_k141_584072	arylpolyene	Others		
c00075_SGB_132...region001	c00075_SGB_132..	SGB_13262_k141_952203	ranthipeptide	RiPPs		
c00075_SGB_276...region001	c00075_SGB_276..	SGB_2767_k141_757957	ranthipeptide	RiPPs		
c00075_SGB_371...region001	c00075_SGB_371..	SGB_3714_k141_1405421	terpene	Terpene		
c00075_SGB_439...region001	c00075_SGB_439..	SGB_4395_k141_1897444	ranthipeptide	RiPPs		
c00075_SGB_512...region001	c00075_SGB_512..	SGB_5120_k141_594257	RRE-containing	RiPPs		
c00075_SGB_550...region001	c00075_SGB_550..	SGB_550_k141_2516528	ranthipeptide	RiPPs		
c00075_SGB_557...region001	c00075_SGB_557..	SGB_5572_k141_377900	RRE-containing	RiPPs		
c00075_SGB_563...region001	c00075_SGB_563..	SGB_5635_k141_1679437	NRPS	NRPS		
c00075_SGB_565...region001	c00075_SGB_565..	SGB_5659_k141_1320133	NRPS	NRPS		
c00075_SGB_581...region001	c00075_SGB_581..	SGB_5818_k141_864765	NRPS-like	NRPS		
c00075_SGB_606...region001	c00075_SGB_606..	SGB_6065_k141_1747466	arylpolyene	Others		
c00075_SGB_652...region001	c00075_SGB_652..	SGB_6527_k141_1762044	NRPS	NRPS		
c00075_SGB_884...region001	c00075_SGB_884..	SGB_8848_k141_1613164	NRPS	NRPS		
c00075_SGB_961...region001	c00075_SGB_961..	SGB_9613_k141_365883	RRE-containing	RiPPs		
c00075_SGB_972...region001	c00075_SGB_972..	SGB_9728_k141_1113080	cyclic-lactone-autoinducer	RiPPs		
c00075_SGB_990...region001	c00075_SGB_990..	SGB_9906_k141_348203	RRE-containing	RiPPs		
c00075_SGB_993...region001	c00075_SGB_993..	SGB_9937_k141_1683115	ranthipeptide	RiPPs		
c00076_SGB_106...region001	c00076_SGB_106..	SGB_10639_k141_1279877	ranthipeptide	RiPPs		
c00076_SGB_108...region001	c00076_SGB_108..	SGB_10875_k141_4019391	betalactone	Others		
c00076_SGB_111...region001	c00076_SGB_111..	SGB_11172_k141_1051218	RiPP-like	RiPPs		
c00076_SGB_113...region001	c00076_SGB_113..	SGB_11329_k141_2330080	other	Others		
c00076_SGB_119...region001	c00076_SGB_119..	SGB_11924_k141_937514	RRE-containing	RiPPs		
c00076_SGB_122...region001	c00076_SGB_122..	SGB_12274_k141_971618	RRE-containing	RiPPs		
c00076_SGB_124...region001	c00076_SGB_124..	SGB_12497_k141_311680	ranthipeptide	RiPPs		
c00076_SGB_127...region001	c00076_SGB_127..	SGB_12773_k141_1150246	betalactone	Others		
c00076_SGB_134...region001	c00076_SGB_134..	SGB_13411_k141_38388	NRPS	NRPS		
c00076_SGB_352...region001	c00076_SGB_352..	SGB_3525_k141_969668	NRPS	NRPS		
c00076_SGB_363...region001	c00076_SGB_363..	SGB_3631_k141_568673	terpene	Terpene		
c00076_SGB_417...region001	c00076_SGB_417..	SGB_4176_k141_1778023	cyclic-lactone-autoinducer	RiPPs		
c00076_SGB_448...region001	c00076_SGB_448..	SGB_4487_k141_4128583	hserlactone	Others		
c00076_SGB_473...region001	c00076_SGB_473..	SGB_4736_k141_969697	NRPS	NRPS		
c00076_SGB_481...region001	c00076_SGB_481..	SGB_4818_k141_46445	terpene	Terpene		
c00076_SGB_529...region001	c00076_SGB_529..	SGB_529_k141_3473648	betalactone	Others		
c00076_SGB_536...region001	c00076_SGB_536..	SGB_5369_k141_1783994	NRPS	NRPS		
c00076_SGB_563...region001	c00076_SGB_563..	SGB_5635_k141_2257118	NRPS	NRPS		
c00076_SGB_568...region001	c00076_SGB_568..	SGB_5686_k141_1310044	NRPS	NRPS		
c00076_SGB_611...region001	c00076_SGB_611..	SGB_6117_k141_663069	NRPS-like	NRPS		
c00076_SGB_697...region001	c00076_SGB_697..	SGB_6979_k141_1511879	RRE-containing	RiPPs		
c00076_SGB_752...region001	c00076_SGB_752..	SGB_752_k141_1843720	NRPS-like	NRPS		
c00076_SGB_841...region001	c00076_SGB_841..	SGB_8419_k141_2931434	RRE-containing	RiPPs		
c00076_SGB_865...region001	c00076_SGB_865..	SGB_8653_k141_627313	RRE-containing	RiPPs		
c00077_SGB_101...region001	c00077_SGB_101..	SGB_10114_k141_1804458	ranthipeptide	RiPPs		
c00077_SGB_103...region001	c00077_SGB_103..	SGB_10310_k141_1376378	RRE-containing	RiPPs		
c00077_SGB_111...region001	c00077_SGB_111..	SGB_11168_k141_377233	RRE-containing	RiPPs		
c00077_SGB_112...region001	c00077_SGB_112..	SGB_11244_k141_502521	betalactone	Others		
c00077_SGB_113...region001	c00077_SGB_113..	SGB_1134_k141_1459940	RRE-containing	RiPPs		
c00077_SGB_119...region001	c00077_SGB_119..	SGB_11904_k141_1504423	RRE-containing	RiPPs		
c00077_SGB_122...region001	c00077_SGB_122..	SGB_12248_k141_1003257	ranthipeptide	RiPPs		
c00077_SGB_123...region001	c00077_SGB_123..	SGB_12361_k141_329285	RRE-containing.lanthipeptide-class-ii	RiPPs		
c00077_SGB_128...region001	c00077_SGB_128..	SGB_128_k141_2752464	RRE-containing	RiPPs		
c00077_SGB_129...region001	c00077_SGB_129..	SGB_12937_k141_643980	ranthipeptide	RiPPs		
c00077_SGB_380...region001	c00077_SGB_380..	SGB_3800_k141_2275093	NRPS	NRPS		
c00077_SGB_386...region001	c00077_SGB_386..	SGB_3862_k141_277045	RRE-containing	RiPPs		
c00077_SGB_410...region001	c00077_SGB_410..	SGB_4103_k141_2339343	cyclic-lactone-autoinducer	RiPPs		
c00077_SGB_563...region001	c00077_SGB_563..	SGB_5635_k141_910926	arylpolyene	Others		
c00077_SGB_591...region001	c00077_SGB_591..	SGB_5918_k141_2054637	RRE-containing	RiPPs		
c00077_SGB_605...region001	c00077_SGB_605..	SGB_6054_k141_1641066	RRE-containing	RiPPs		
c00077_SGB_651...region001	c00077_SGB_651..	SGB_6515_k141_694514	RRE-containing	RiPPs		
c00077_SGB_851...region001	c00077_SGB_851..	SGB_851_k141_438106	NRPS-like	NRPS		
c00078_SGB_111...region001	c00078_SGB_111..	SGB_11149_k141_404576	cyclic-lactone-autoinducer	RiPPs		
c00078_SGB_113...region001	c00078_SGB_113..	SGB_1134_k141_1186407	ranthipeptide	RiPPs		
c00078_SGB_114...region001	c00078_SGB_114..	SGB_11468_k141_487435	cyclic-lactone-autoinducer	RiPPs		
c00078_SGB_119...region001	c00078_SGB_119..	SGB_11900_k141_2887698	NRPS	NRPS		
c00078_SGB_127...region001	c00078_SGB_127..	SGB_12743_k141_1061898	RRE-containing	RiPPs		
c00078_SGB_132...region001	c00078_SGB_132..	SGB_13208_k141_1145585	RRE-containing	RiPPs		
c00078_SGB_133...region001	c00078_SGB_133..	SGB_13396_k141_1805629	other	Others		
c00078_SGB_365...region001	c00078_SGB_365..	SGB_3651_k141_120224	betalactone	Others		
c00078_SGB_382...region001	c00078_SGB_382..	SGB_3826_k141_764843	NRPS-like	NRPS		
c00078_SGB_424...region001	c00078_SGB_424..	SGB_4244_k141_1184263	betalactone	Others		
c00078_SGB_493...region001	c00078_SGB_493..	SGB_4936_k141_2575338	NRPS-like	NRPS		
c00078_SGB_511...region001	c00078_SGB_511..	SGB_5117_k141_2801532	RRE-containing	RiPPs		
c00078_SGB_609...region001	c00078_SGB_609..	SGB_6092_k141_1655651	NRPS	NRPS		
c00078_SGB_613...region001	c00078_SGB_613..	SGB_6133_k141_1009412	NRPS	NRPS		
c00078_SGB_659...region001	c00078_SGB_659..	SGB_6592_k141_1090596	betalactone	Others		
c00078_SGB_689...region001	c00078_SGB_689..	SGB_6894_k141_3018549	betalactone	Others		
c00078_SGB_690...region001	c00078_SGB_690..	SGB_6908_k141_547518	NRPS	NRPS		
c00078_SGB_719...region001	c00078_SGB_719..	SGB_7198_k141_1811874	RRE-containing	RiPPs		
c00078_SGB_781...region001	c00078_SGB_781..	SGB_7813_k141_1938734	betalactone	Others		
c00078_SGB_789...region001	c00078_SGB_789..	SGB_7896_k141_3508719	betalactone	Others		
c00078_SGB_909...region001	c00078_SGB_909..	SGB_909_k141_1252199	RRE-containing	RiPPs		
c00078_SGB_931...region001	c00078_SGB_931..	SGB_9313_k141_1857679	RRE-containing	RiPPs		
c00078_SGB_974...region001	c00078_SGB_974..	SGB_9746_k141_1315931	betalactone	Others		
c00079_SGB_100...region001	c00079_SGB_100..	SGB_1007_k141_507935	betalactone	Others		
c00079_SGB_101...region001	c00079_SGB_101..	SGB_10109_k141_200104	RRE-containing	RiPPs		
c00079_SGB_103...region001	c00079_SGB_103..	SGB_1031_k141_1559935	NRPS	NRPS		
c00079_SGB_109...region001	c00079_SGB_109..	SGB_1096_k141_964805	NRPS-like	NRPS		
c00079_SGB_113...region001	c00079_SGB_113..	SGB_11341_k141_1340733	RRE-containing	RiPPs		
c00079_SGB_114...region001	c00079_SGB_114..	SGB_11468_k141_3034121	RRE-containing	RiPPs		
c00079_SGB_116...region001	c00079_SGB_116..	SGB_11620_k141_734901	NRPS	NRPS		
c00079_SGB_118...region001	c00079_SGB_118..	SGB_11814_k141_223503	ranthipeptide	RiPPs		
c00079_SGB_121...region001	c00079_SGB_121..	SGB_12126_k141_1764271	hserlactone	Others		
c00079_SGB_126...region001	c00079_SGB_126..	SGB_12633_k141_650216	RRE-containing	RiPPs		
c00079_SGB_127...region001	c00079_SGB_127..	SGB_12766_k141_1283558	NRPS	NRPS		
c00079_SGB_134...region001	c00079_SGB_134..	SGB_13464_k141_773181	RRE-containing	RiPPs		
c00079_SGB_423...region001	c00079_SGB_423..	SGB_4236_k141_795807	RRE-containing	RiPPs		
c00079_SGB_481...region001	c00079_SGB_481..	SGB_4819_k141_737686	betalactone.ranthipeptide	Others		
c00079_SGB_508...region001	c00079_SGB_508..	SGB_5086_k141_2802989	RRE-containing	RiPPs		
c00079_SGB_514...region001	c00079_SGB_514..	SGB_5141_k141_1019282	betalactone	Others		
c00079_SGB_585...region001	c00079_SGB_585..	SGB_585_k141_1240625	ranthipeptide	RiPPs		
c00079_SGB_613...region001	c00079_SGB_613..	SGB_6137_k141_1307233	NRPS	NRPS		
c00079_SGB_638...region001	c00079_SGB_638..	SGB_6386_k141_820178	RRE-containing	RiPPs		
c00079_SGB_788...region001	c00079_SGB_788..	SGB_7883_k141_1803682	ranthipeptide	RiPPs		
c00079_SGB_819...region001	c00079_SGB_819..	SGB_8194_k141_740123	NRPS-like	NRPS		
c00079_SGB_823...region001	c00079_SGB_823..	SGB_8235_k141_305610	RRE-containing	RiPPs		
c00079_SGB_949...region001	c00079_SGB_949..	SGB_9499_k141_815746	terpene	Terpene		
c00080_SGB_103...region001	c00080_SGB_103..	SGB_10353_k141_766268	RRE-containing	RiPPs		
c00080_SGB_106...region001	c00080_SGB_106..	SGB_10654_k141_2062766	RRE-containing	RiPPs		
c00080_SGB_107...region001	c00080_SGB_107..	SGB_10798_k141_1596689	ranthipeptide	RiPPs		
c00080_SGB_111...region001	c00080_SGB_111..	SGB_11196_k141_91352	ranthipeptide	RiPPs		
c00080_SGB_116...region001	c00080_SGB_116..	SGB_1165_k141_486397	thiopeptide	RiPPs		
c00080_SGB_119...region001	c00080_SGB_119..	SGB_11918_k141_688598	ranthipeptide	RiPPs		
c00080_SGB_126...region001	c00080_SGB_126..	SGB_12648_k141_1159284	betalactone	Others		
c00080_SGB_359...region001	c00080_SGB_359..	SGB_359_k141_1681259	RRE-containing	RiPPs		
c00080_SGB_457...region001	c00080_SGB_457..	SGB_4576_k141_2434888	ranthipeptide	RiPPs		
c00080_SGB_460...region001	c00080_SGB_460..	SGB_4607_k141_1012091	terpene	Terpene		
c00080_SGB_497...region001	c00080_SGB_497..	SGB_4971_k141_2225872	NRPS	NRPS		
c00080_SGB_592...region001	c00080_SGB_592..	SGB_5925_k141_1160703	arylpolyene	Others		
c00080_SGB_599...region001	c00080_SGB_599..	SGB_5997_k141_14630	NRPS	NRPS		
c00080_SGB_640...region001	c00080_SGB_640..	SGB_6402_k141_1421792	RRE-containing	RiPPs		
c00080_SGB_693...region001	c00080_SGB_693..	SGB_6936_k141_2376260	RRE-containing	RiPPs		
c00080_SGB_717...region001	c00080_SGB_717..	SGB_7176_k141_2526088	ranthipeptide	RiPPs		
c00080_SGB_772...region001	c00080_SGB_772..	SGB_772_k141_1874412	RRE-containing	RiPPs		
c00080_SGB_778...region001	c00080_SGB_778..	SGB_7788_k141_2746722	RRE-containing	RiPPs		
c00080_SGB_853...region001	c00080_SGB_853..	SGB_8537_k141_839034	ranthipeptide	RiPPs		
c00080_SGB_883...region001	c00080_SGB_883..	SGB_8837_k141_440497	RRE-containing	RiPPs		
c00080_SGB_884...region001	c00080_SGB_884..	SGB_8848_k141_2627898	lanthipeptide-class-ii	RiPPs		
c00081_SGB_105...region001	c00081_SGB_105..	SGB_10508_k141_1301098	NRPS-like	NRPS		
c00081_SGB_107...region001	c00081_SGB_107..	SGB_10706_k141_2755427	ranthipeptide	RiPPs		
c00081_SGB_113...region001	c00081_SGB_113..	SGB_11394_k141_754521	NRPS	NRPS		
c00081_SGB_124...region001	c00081_SGB_124..	SGB_12432_k141_158584	RRE-containing	RiPPs		
c00081_SGB_130...region001	c00081_SGB_130..	SGB_13091_k141_682358	terpene	Terpene		
c00081_SGB_131...region001	c00081_SGB_131..	SGB_13115_k141_703119	ranthipeptide	RiPPs		
c00081_SGB_132...region001	c00081_SGB_132..	SGB_13221_k141_1646892	ranthipeptide	RiPPs		
c00081_SGB_608...region001	c00081_SGB_608..	SGB_6083_k141_651613	NRPS	NRPS		
c00081_SGB_630...region001	c00081_SGB_630..	SGB_6301_k141_20023	betalactone	Others		
c00081_SGB_723...region001	c00081_SGB_723..	SGB_7232_k141_2632243	NRPS-like	NRPS		
c00081_SGB_976...region001	c00081_SGB_976..	SGB_9769_k141_1657804	betalactone	Others		
c00082_SGB_101...region001	c00082_SGB_101..	SGB_10148_k141_237450	RRE-containing	RiPPs		
c00082_SGB_104...region001	c00082_SGB_104..	SGB_10476_k141_1573731	ranthipeptide	RiPPs		
c00082_SGB_110...region001	c00082_SGB_110..	SGB_11052_k141_1453235	betalactone	Others		
c00082_SGB_111...region001	c00082_SGB_111..	SGB_11120_k141_516219	ranthipeptide	RiPPs		
c00082_SGB_113...region001	c00082_SGB_113..	SGB_11329_k141_310093	arylpolyene	Others		
c00082_SGB_120...region001	c00082_SGB_120..	SGB_12027_k141_316984	ranthipeptide	RiPPs		
c00082_SGB_123...region001	c00082_SGB_123..	SGB_12396_k141_162479	ranthipeptide	RiPPs		
c00082_SGB_125...region001	c00082_SGB_125..	SGB_12588_k141_401770	RRE-containing	RiPPs		
c00082_SGB_129...region001	c00082_SGB_129..	SGB_12946_k141_2040354	RRE-containing	RiPPs		
c00082_SGB_130...region001	c00082_SGB_130..	SGB_13043_k141_501725	RRE-containing	RiPPs		
c00082_SGB_133...region001	c00082_SGB_133..	SGB_13331_k141_1377813	RRE-containing	RiPPs		
c00082_SGB_134...region001	c00082_SGB_134..	SGB_13458_k141_45385	RRE-containing	RiPPs		
c00082_SGB_137...region001	c00082_SGB_137..	SGB_13787_k141_162419	RRE-containing	RiPPs		
c00082_SGB_403...region001	c00082_SGB_403..	SGB_4031_k141_1061630	NRPS	NRPS		
c00082_SGB_437...region001	c00082_SGB_437..	SGB_4378_k141_2039443	NRPS	NRPS		
c00082_SGB_471...region001	c00082_SGB_471..	SGB_4719_k141_2147534	ranthipeptide	RiPPs		
c00082_SGB_481...region001	c00082_SGB_481..	SGB_4818_k141_1634292	arylpolyene	Others		
c00082_SGB_598...region001	c00082_SGB_598..	SGB_5981_k141_1148630	arylpolyene	Others		
c00082_SGB_599...region001	c00082_SGB_599..	SGB_5997_k141_1880466	terpene	Terpene		
c00082_SGB_631...region001	c00082_SGB_631..	SGB_6319_k141_685748	betalactone	Others		
c00082_SGB_678...region001	c00082_SGB_678..	SGB_6786_k141_130901	RRE-containing	RiPPs		
c00082_SGB_763...region001	c00082_SGB_763..	SGB_7632_k141_4021770	NRPS-like	NRPS		
c00082_SGB_827...region001	c00082_SGB_827..	SGB_8278_k141_461048	RRE-containing	RiPPs		
c00082_SGB_855...region001	c00082_SGB_855..	SGB_8551_k141_2213213	hserlactone	Others		
c00082_SGB_857...region001	c00082_SGB_857..	SGB_8577_k141_478351	ranthipeptide	RiPPs		
c00082_SGB_874...region001	c00082_SGB_874..	SGB_8748_k141_2219573	betalactone	Others		
c00082_SGB_924...region001	c00082_SGB_924..	SGB_9240_k141_4885474	betalactone	Others		
c00082_SGB_961...region001	c00082_SGB_961..	SGB_9619_k141_921128	ranthipeptide	RiPPs		
c00082_SGB_982...region001	c00082_SGB_982..	SGB_9824_k141_1599714	RRE-containing	RiPPs		
c00083_SGB_104...region001	c00083_SGB_104..	SGB_10476_k141_1314650	betalactone	Others		
c00083_SGB_106...region001	c00083_SGB_106..	SGB_10612_k141_1406650	RRE-containing	RiPPs		
c00083_SGB_107...region001	c00083_SGB_107..	SGB_10723_k141_247776	ranthipeptide	RiPPs		
c00083_SGB_109...region001	c00083_SGB_109..	SGB_10930_k141_1483288	RRE-containing	RiPPs		
c00083_SGB_110...region001	c00083_SGB_110..	SGB_11085_k141_1730279	RRE-containing	RiPPs		
c00083_SGB_111...region001	c00083_SGB_111..	SGB_11174_k141_14811	RRE-containing	RiPPs		
c00083_SGB_113...region001	c00083_SGB_113..	SGB_11322_k141_1422235	betalactone	Others		
c00083_SGB_116...region001	c00083_SGB_116..	SGB_11681_k141_1298659	betalactone	Others		
c00083_SGB_118...region001	c00083_SGB_118..	SGB_11867_k141_19976	RRE-containing	RiPPs		
c00083_SGB_119...region001	c00083_SGB_119..	SGB_11921_k141_2355801	ranthipeptide	RiPPs		
c00083_SGB_120...region001	c00083_SGB_120..	SGB_12011_k141_1874817	betalactone	Others		
c00083_SGB_122...region001	c00083_SGB_122..	SGB_12257_k141_156454	betalactone	Others		
c00083_SGB_123...region001	c00083_SGB_123..	SGB_12361_k141_331079	betalactone	Others		
c00083_SGB_130...region001	c00083_SGB_130..	SGB_13062_k141_1021034	betalactone	Others		
c00083_SGB_132...region001	c00083_SGB_132..	SGB_13262_k141_960466	cyclic-lactone-autoinducer	RiPPs		
c00083_SGB_134...region001	c00083_SGB_134..	SGB_13461_k141_497344	RRE-containing	RiPPs		
c00083_SGB_278...region001	c00083_SGB_278..	SGB_2788_k141_21483	RRE-containing	RiPPs		
c00083_SGB_405...region001	c00083_SGB_405..	SGB_4058_k141_2705533	NRPS	NRPS		
c00083_SGB_494...region001	c00083_SGB_494..	SGB_4948_k141_2217366	ranthipeptide	RiPPs		
c00083_SGB_50_...region001	c00083_SGB_50_..	SGB_50_k141_213301	betalactone	Others		
c00083_SGB_540...region001	c00083_SGB_540..	SGB_5404_k141_26558	betalactone	Others		
c00083_SGB_542...region001	c00083_SGB_542..	SGB_5427_k141_2657223	NRPS	NRPS		
c00083_SGB_617...region001	c00083_SGB_617..	SGB_6177_k141_102956	betalactone	Others		
c00083_SGB_621...region001	c00083_SGB_621..	SGB_6214_k141_1221845	RRE-containing	RiPPs		
c00083_SGB_652...region001	c00083_SGB_652..	SGB_6524_k141_2145370	cyclic-lactone-autoinducer	RiPPs		
c00083_SGB_658...region001	c00083_SGB_658..	SGB_6589_k141_1422222	RRE-containing	RiPPs		
c00083_SGB_687...region001	c00083_SGB_687..	SGB_6875_k141_637874	ranthipeptide	RiPPs		
c00083_SGB_695...region001	c00083_SGB_695..	SGB_6957_k141_2381571	betalactone	Others		
c00083_SGB_861...region001	c00083_SGB_861..	SGB_8610_k141_2183577	RRE-containing	RiPPs		
c00083_SGB_912...region001	c00083_SGB_912..	SGB_9129_k141_2586680	betalactone	Others		
c00084_SGB_102...region001	c00084_SGB_102..	SGB_10287_k141_1253229	NRPS-like	NRPS		
c00084_SGB_106...region001	c00084_SGB_106..	SGB_10655_k141_735742	ranthipeptide	RiPPs		
c00084_SGB_107...region001	c00084_SGB_107..	SGB_10723_k141_1365884	NRPS-like	NRPS		
c00084_SGB_111...region001	c00084_SGB_111..	SGB_11136_k141_1795185	ranthipeptide	RiPPs		
c00084_SGB_113...region001	c00084_SGB_113..	SGB_11353_k141_1057368	betalactone	Others		
c00084_SGB_117...region001	c00084_SGB_117..	SGB_11788_k141_613491	ranthipeptide	RiPPs		
c00084_SGB_119...region001	c00084_SGB_119..	SGB_11986_k141_1326897	ranthipeptide	RiPPs		
c00084_SGB_124...region001	c00084_SGB_124..	SGB_12434_k141_205380	RRE-containing	RiPPs		
c00084_SGB_127...region001	c00084_SGB_127..	SGB_12766_k141_249296	cyclic-lactone-autoinducer	RiPPs		
c00084_SGB_131...region001	c00084_SGB_131..	SGB_13174_k141_612499	RRE-containing	RiPPs		
c00084_SGB_132...region001	c00084_SGB_132..	SGB_13279_k141_1408594	ranthipeptide	RiPPs		
c00084_SGB_134...region001	c00084_SGB_134..	SGB_13461_k141_497346	betalactone	Others		
c00084_SGB_398...region001	c00084_SGB_398..	SGB_3989_k141_337471	NRPS	NRPS		
c00084_SGB_481...region001	c00084_SGB_481..	SGB_4818_k141_186286	terpene	Terpene		
c00084_SGB_535...region001	c00084_SGB_535..	SGB_5354_k141_1770930	RRE-containing	RiPPs		
c00084_SGB_538...region001	c00084_SGB_538..	SGB_5388_k141_1656047	ranthipeptide	RiPPs		
c00084_SGB_628...region001	c00084_SGB_628..	SGB_6284_k141_522061	other	Others		
c00084_SGB_650...region001	c00084_SGB_650..	SGB_6504_k141_2559924	NRPS	NRPS		
c00084_SGB_661...region001	c00084_SGB_661..	SGB_6618_k141_1776605	betalactone	Others		
c00084_SGB_692...region001	c00084_SGB_692..	SGB_6926_k141_3778431	RRE-containing	RiPPs		
c00084_SGB_696...region001	c00084_SGB_696..	SGB_6964_k141_911577	cyclic-lactone-autoinducer	RiPPs		
c00084_SGB_783...region001	c00084_SGB_783..	SGB_7838_k141_2574486	NRPS-like	NRPS		
c00084_SGB_819...region001	c00084_SGB_819..	SGB_8194_k141_1464843	RRE-containing	RiPPs		
c00084_SGB_981...region001	c00084_SGB_981..	SGB_9819_k141_1488650	betalactone	Others		
c00084_SGB_991...region001	c00084_SGB_991..	SGB_9912_k141_621415	RRE-containing	RiPPs		
c00085_SGB_100...region001	c00085_SGB_100..	SGB_1007_k141_1949367	cyclic-lactone-autoinducer	RiPPs		
c00085_SGB_102...region001	c00085_SGB_102..	SGB_10287_k141_706074	betalactone	Others		
c00085_SGB_105...region001	c00085_SGB_105..	SGB_10534_k141_1016637	betalactone	Others		
